user_id,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFMScore,customers_segment
253586470,44,9,1.406151161,2,4,4,244,Loyal Customers
253601976,63,2,0.3112370249,1,3,3,133,Recent Customers
253603676,34,3,0.467458895,2,3,3,233,Others
253614951,20,1,0.1556815677,3,1,2,312,Loyal Customers
253645282,5,3,0.4732312204,4,3,4,434,Loyal Customers
253653826,20,1,0.1557609096,3,1,2,312,Loyal Customers
253687938,0,2,0.3120029014,4,3,3,433,Loyal Customers
253711263,50,1,0.1562399123,1,1,2,112,Recent Customers
253728063,25,3,0.4678448871,2,3,3,233,Others
253737626,49,1,0.1565574026,1,1,3,113,Recent Customers
253739388,89,1,0.1575127238,1,1,3,113,Recent Customers
253747595,5,4,0.6236371468,4,4,4,444,Lost Cheap Customers
253756063,53,1,0.1557081731,1,1,2,112,Recent Customers
253757795,5,13,2.047016305,4,4,4,444,Lost Cheap Customers
253764263,4,30,4.681674875,4,4,4,444,Lost Cheap Customers
253764688,52,1,0.1557299271,1,1,2,112,Recent Customers
253767695,1,18,2.80436593,4,4,4,444,Lost Cheap Customers
253771463,70,1,0.1559525628,1,1,2,112,Recent Customers
253772470,43,7,1.090454577,2,4,4,244,Loyal Customers
253777526,11,1,0.1556185142,3,1,2,312,Loyal Customers
253782126,9,2,0.3139137017,3,3,3,333,Others
253787601,29,2,0.3114878326,2,3,3,233,Others
253788026,21,1,0.1556185124,3,1,1,311,Almost Lost
253794613,3,18,2.803189773,4,4,4,444,Lost Cheap Customers
253795726,4,7,1.090234414,4,4,4,444,Lost Cheap Customers
253803957,11,2,0.3118110449,3,3,3,333,Others
253807020,17,3,0.4687858153,3,3,4,334,Others
253807063,48,1,0.1556185124,1,1,1,111,Best Customers
253813538,5,4,0.6250084165,4,4,4,444,Lost Cheap Customers
253819507,48,1,0.1556185124,1,1,1,111,Best Customers
253820595,55,1,0.1598170338,1,1,3,113,Recent Customers
253821932,0,5,0.7790693444,4,4,4,444,Lost Cheap Customers
253831095,29,5,0.7811650714,2,4,4,244,Loyal Customers
253834276,8,7,1.090740274,3,4,4,344,Loyal Customers
253836032,34,1,0.1556802925,2,1,2,212,Loyal Customers
253841882,30,3,0.4683938373,2,3,3,233,Others
253844276,3,1,0.1556185124,4,1,1,411,Lost Customers
253844763,7,3,0.4690653382,4,3,4,434,Loyal Customers
253845363,9,3,0.4698022648,3,3,4,334,Others
253847201,41,1,0.1558138055,2,1,2,212,Loyal Customers
253847813,49,1,0.1556185124,1,1,1,111,Best Customers
253847920,2,21,3.271040904,4,4,4,444,Lost Cheap Customers
253850957,2,4,0.6228001145,4,4,4,444,Lost Cheap Customers
253853738,81,1,0.1590158844,1,1,3,113,Recent Customers
253864013,32,4,0.6308641826,2,4,4,244,Loyal Customers
253865913,5,5,0.7786897277,4,4,4,444,Lost Cheap Customers
253867488,1,2,0.3117706352,4,3,3,433,Loyal Customers
253868470,10,1,0.1557906307,3,1,2,312,Loyal Customers
253876126,1,15,2.34390203,4,4,4,444,Lost Cheap Customers
253877270,29,2,0.3115890537,2,3,3,233,Others
253879488,17,4,0.6248369254,3,4,4,344,Loyal Customers
253883276,13,4,0.6229504312,3,4,4,344,Loyal Customers
253883320,52,1,0.1556185124,1,1,1,111,Best Customers
253890376,0,6,0.935693531,4,4,4,444,Lost Cheap Customers
253897107,13,3,0.4724887527,3,3,4,334,Others
253898320,6,1,0.1556185124,4,1,1,411,Lost Customers
253900538,34,2,0.3114337229,2,3,3,233,Others
253902501,16,1,0.156471136,3,1,3,313,Loyal Customers
253922957,5,1,0.1557018394,4,1,2,412,Loyal Customers
253934413,33,1,0.1556185124,2,1,1,211,Loyal Customers
253937888,40,2,0.3125942898,2,3,3,233,Others
253943451,0,13,2.026793349,4,4,4,444,Lost Cheap Customers
253945751,0,3,0.4670740844,4,3,3,433,Loyal Customers
253946807,33,1,0.1556185124,2,1,1,211,Loyal Customers
253956707,8,5,0.7794300684,3,4,4,344,Loyal Customers
253997913,0,8,1.245469535,4,4,4,444,Lost Cheap Customers
254051520,69,1,0.1563131171,1,1,3,113,Recent Customers
254057857,70,1,0.1556185124,1,1,1,111,Best Customers
254104207,11,3,0.4671431614,3,3,3,333,Others
254159982,58,3,0.4682275991,1,3,3,133,Recent Customers
254191013,31,2,0.3115800984,2,3,3,233,Others
254209038,1,1,0.155668501,4,1,2,412,Loyal Customers
254225151,35,1,0.1559754365,2,1,2,212,Loyal Customers
254246338,3,2,0.3139143376,4,3,3,433,Loyal Customers
254260588,2,9,1.404470344,4,4,4,444,Lost Cheap Customers
254263232,4,11,1.7204224,4,4,4,444,Lost Cheap Customers
254276157,31,2,0.3120985912,2,3,3,233,Others
254371501,6,12,1.873146414,4,4,4,444,Lost Cheap Customers
255623086,0,1,0.1556185124,4,1,1,411,Lost Customers
255631821,8,30,4.673180447,3,4,4,344,Loyal Customers
255640656,68,2,0.3137755464,1,3,3,133,Recent Customers
255643326,17,1,0.155936122,3,1,2,312,Loyal Customers
255649141,6,7,1.091738654,4,4,4,444,Lost Cheap Customers
255652426,69,1,0.1571088383,1,1,3,113,Recent Customers
255654476,14,9,1.404787448,3,4,4,344,Loyal Customers
255660786,45,1,0.1556804556,2,1,2,212,Loyal Customers
255665616,73,1,0.1558265391,1,1,2,112,Recent Customers
255671821,13,1,0.1556185124,3,1,1,311,Almost Lost
255678036,24,3,0.4680507339,2,3,3,233,Others
255682611,1,4,0.6262830007,4,4,4,444,Lost Cheap Customers
255686701,6,4,0.6251320156,4,4,4,444,Lost Cheap Customers
255689416,51,5,0.7792148794,1,4,4,144,Recent Customers
255693346,16,2,0.3121904244,3,3,3,333,Others
255700701,87,1,0.1556908109,1,1,2,112,Recent Customers
255701321,24,3,0.4671786214,2,3,3,233,Others
255702406,27,2,0.3118641798,2,3,3,233,Others
255703301,31,1,0.1556185124,2,1,1,211,Loyal Customers
255707081,22,4,0.6227329223,2,4,4,244,Loyal Customers
255708001,63,1,0.1556185124,1,1,1,111,Best Customers
255708131,13,1,0.1556185124,3,1,1,311,Almost Lost
255709481,6,1,0.1556185124,4,1,1,411,Lost Customers
255710131,0,5,0.7789200797,4,4,4,444,Lost Cheap Customers
255712056,35,1,0.1556185124,2,1,1,211,Loyal Customers
255722416,7,1,0.1556185124,4,1,1,411,Lost Customers
255736081,5,3,0.4762042138,4,3,4,434,Loyal Customers
255736216,2,18,2.803060131,4,4,4,444,Lost Cheap Customers
255737621,41,1,0.1556185124,2,1,1,211,Loyal Customers
255739051,5,2,0.3114569912,4,3,3,433,Loyal Customers
255742626,4,12,1.887541951,4,4,4,444,Lost Cheap Customers
255743186,10,8,1.257664946,3,4,4,344,Loyal Customers
255749356,1,21,3.271343034,4,4,4,444,Lost Cheap Customers
255752026,9,3,0.4671630937,3,3,3,333,Others
255774981,60,2,0.3132982041,1,3,3,133,Recent Customers
255775176,73,1,0.1556185124,1,1,1,111,Best Customers
255776946,14,1,0.1562855492,3,1,3,313,Loyal Customers
255780516,56,1,0.1556185124,1,1,1,111,Best Customers
255784286,4,8,1.247451089,4,4,4,444,Lost Cheap Customers
255788996,9,4,0.6274357768,3,4,4,344,Loyal Customers
255802221,57,1,0.1556185124,1,1,1,111,Best Customers
255806041,7,5,0.7786920936,4,4,4,444,Lost Cheap Customers
255808351,55,1,0.1556185124,1,1,1,111,Best Customers
255821041,66,1,0.1556185124,1,1,1,111,Best Customers
255822306,12,1,0.15561904,3,1,2,312,Loyal Customers
255828606,35,2,0.3115039553,2,3,3,233,Others
255840041,9,1,0.1557054435,3,1,2,312,Loyal Customers
255841316,24,1,0.1559553064,2,1,2,212,Loyal Customers
255846811,65,1,0.1556185124,1,1,1,111,Best Customers
255847066,4,1,0.1557169709,4,1,2,412,Loyal Customers
255863491,31,1,0.1556185124,2,1,1,211,Loyal Customers
255883961,6,1,0.1556185124,4,1,1,411,Lost Customers
255888401,65,1,0.1556185124,1,1,1,111,Best Customers
255902236,5,3,0.4670643272,4,3,3,433,Loyal Customers
255906271,5,13,2.044158023,4,4,4,444,Lost Cheap Customers
255911546,0,5,0.7838878169,4,4,4,444,Lost Cheap Customers
255914451,21,3,0.468600945,3,3,4,334,Others
255927221,56,1,0.1556185124,1,1,1,111,Best Customers
255937521,34,1,0.1557410349,2,1,2,212,Loyal Customers
256950091,61,2,0.3114095308,1,3,3,133,Recent Customers
256969921,11,2,0.3115429489,3,3,3,333,Others
256970441,70,1,0.1574338333,1,1,3,113,Recent Customers
256975226,63,1,0.1557963407,1,1,2,112,Recent Customers
256978136,2,7,1.091593156,4,4,4,444,Lost Cheap Customers
256978861,59,6,0.9375681933,1,4,4,144,Recent Customers
256983271,31,1,0.1556185124,2,1,1,211,Loyal Customers
256983681,5,2,0.3113765641,4,3,3,433,Loyal Customers
256984871,1,8,1.249380966,4,4,4,444,Lost Cheap Customers
256987116,8,9,1.403035445,3,4,4,344,Loyal Customers
256991646,24,1,0.1556333181,2,1,2,212,Loyal Customers
256992416,9,2,0.311435766,3,3,3,333,Others
256994876,52,1,0.1591423771,1,1,3,113,Recent Customers
256996491,48,2,0.3124422718,1,3,3,133,Recent Customers
256998351,0,1,0.1582271862,4,1,3,413,Loyal Customers
256999826,1,2,0.3121447199,4,3,3,433,Loyal Customers
257000341,61,1,0.1556891424,1,1,2,112,Recent Customers
257004661,68,2,0.3114063969,1,3,3,133,Recent Customers
257007556,23,8,1.251044421,2,4,4,244,Loyal Customers
257009916,52,1,0.1560412511,1,1,2,112,Recent Customers
257019566,32,2,0.3122648181,2,3,3,233,Others
257025921,1,1,0.1558511703,4,1,2,412,Loyal Customers
257028276,62,2,0.3116718305,1,3,3,133,Recent Customers
257031861,12,2,0.3113013558,3,3,3,333,Others
257039716,55,1,0.156146127,1,1,2,112,Recent Customers
257045006,4,25,3.922793234,4,4,4,444,Lost Cheap Customers
257047926,49,1,0.1556614083,1,1,2,112,Recent Customers
257050226,21,1,0.1558003497,3,1,2,312,Loyal Customers
257050356,16,1,0.1557891885,3,1,2,312,Loyal Customers
257051326,72,1,0.1556185124,1,1,1,111,Best Customers
257062131,22,1,0.1557655939,2,1,2,212,Loyal Customers
257071651,25,2,0.3120020349,2,3,3,233,Others
257079461,17,2,0.3116224595,3,3,3,333,Others
257090001,1,25,3.957329737,4,4,4,444,Lost Cheap Customers
257092441,26,3,0.4680687936,2,3,3,233,Others
257094561,34,2,0.3115037124,2,3,3,233,Others
257097146,5,9,1.40439218,4,4,4,444,Lost Cheap Customers
257100116,6,1,0.1557324633,4,1,2,412,Loyal Customers
257119716,1,9,1.40122713,4,4,4,444,Lost Cheap Customers
257140336,0,22,3.42602822,4,4,4,444,Lost Cheap Customers
257140531,15,5,0.7793878164,3,4,4,344,Loyal Customers
257154001,3,9,1.411847514,4,4,4,444,Lost Cheap Customers
257161451,8,1,0.1566649129,3,1,3,313,Loyal Customers
257166326,2,8,1.251147775,4,4,4,444,Lost Cheap Customers
257198801,1,3,0.4672218734,4,3,3,433,Loyal Customers
257221011,8,3,0.4730996194,3,3,4,334,Others
257225676,12,11,1.735435377,3,4,4,344,Loyal Customers
257236186,1,12,1.869013601,4,4,4,444,Lost Cheap Customers
257243036,7,2,0.3123942068,4,3,3,433,Loyal Customers
257245921,27,4,0.6261940189,2,4,4,244,Loyal Customers
257250926,23,2,0.3136027336,2,3,3,233,Others
257253371,0,12,1.868691136,4,4,4,444,Lost Cheap Customers
257257706,9,1,0.1556185124,3,1,1,311,Almost Lost
257258376,22,2,0.3116528305,2,3,3,233,Others
257269701,2,3,0.4672141183,4,3,3,433,Loyal Customers
257276476,49,2,0.3139235881,1,3,3,133,Recent Customers
257296206,35,2,0.3118488292,2,3,3,233,Others
257322046,1,1,0.1556185124,4,1,1,411,Lost Customers
257324461,52,1,0.1556874704,1,1,2,112,Recent Customers
257367136,35,3,0.4739667972,2,3,4,234,Others
257575976,15,1,0.1556587372,3,1,2,312,Loyal Customers
257827201,82,1,0.1560303247,1,1,2,112,Recent Customers
258132420,22,1,0.1556185124,2,1,1,211,Loyal Customers
258860645,4,5,0.7860317591,4,4,4,444,Lost Cheap Customers
258966226,58,2,0.3122926914,1,3,3,133,Recent Customers
259256545,11,1,0.1560914767,3,1,2,312,Loyal Customers
259260026,7,2,0.3115065276,4,3,3,433,Loyal Customers
259266745,64,1,0.1557653731,1,1,2,112,Recent Customers
259275207,65,1,0.1556185124,1,1,1,111,Best Customers
259279188,13,3,0.4705221852,3,3,4,334,Others
259285188,52,1,0.1556185124,1,1,1,111,Best Customers
259286938,3,7,1.090799171,4,4,4,444,Lost Cheap Customers
259293113,6,4,0.6236159873,4,4,4,444,Lost Cheap Customers
259298332,1,16,2.505069328,4,4,4,444,Lost Cheap Customers
259307401,8,2,0.3121005682,3,3,3,333,Others
259313945,27,1,0.1558659637,2,1,2,212,Loyal Customers
259327870,7,18,2.80698137,4,4,4,444,Lost Cheap Customers
259329932,7,2,0.3114582419,4,3,3,433,Loyal Customers
259330688,31,1,0.1556185124,2,1,1,211,Loyal Customers
259335545,11,5,0.7799542543,3,4,4,344,Loyal Customers
259336932,19,1,0.1557029797,3,1,2,312,Loyal Customers
259338457,0,19,2.961824188,4,4,4,444,Lost Cheap Customers
259339251,12,5,0.7875379216,3,4,4,344,Loyal Customers
259349820,14,2,0.3114214561,3,3,3,333,Others
259355401,41,3,0.46837812,2,3,3,233,Others
259358326,14,14,2.182977705,3,4,4,344,Loyal Customers
259365676,7,1,0.1556185124,4,1,1,411,Lost Customers
259367470,13,2,0.3163756065,3,3,3,333,Others
259368601,0,24,3.794498995,4,4,4,444,Lost Cheap Customers
259371870,69,1,0.1556185124,1,1,1,111,Best Customers
259375632,8,6,0.9358244581,3,4,4,344,Loyal Customers
259376907,6,1,0.1556185124,4,1,1,411,Lost Customers
259378182,4,8,1.245919224,4,4,4,444,Lost Cheap Customers
259378326,31,1,0.1556185124,2,1,1,211,Loyal Customers
259381013,4,7,1.092184479,4,4,4,444,Lost Cheap Customers
259383338,45,1,0.1557460705,2,1,2,212,Loyal Customers
259387138,44,1,0.1556185124,2,1,1,211,Loyal Customers
259390851,43,1,0.1556185124,2,1,1,211,Loyal Customers
259392832,12,2,0.312069161,3,3,3,333,Others
259397045,44,1,0.1556185124,2,1,1,211,Loyal Customers
259397851,13,12,1.875645295,3,4,4,344,Loyal Customers
259397982,44,1,0.1556185124,2,1,1,211,Loyal Customers
259398976,2,4,0.6238276195,4,4,4,444,Lost Cheap Customers
259419876,2,7,1.096623463,4,4,4,444,Lost Cheap Customers
259420563,43,4,0.6229636426,2,4,4,244,Loyal Customers
259422326,2,7,1.092924666,4,4,4,444,Lost Cheap Customers
259437326,21,1,0.1562413878,3,1,2,312,Loyal Customers
259438463,2,2,0.3116490477,4,3,3,433,Loyal Customers
259442445,4,1,0.1559995536,4,1,2,412,Loyal Customers
259453757,90,2,0.3146665198,1,3,3,133,Recent Customers
259455888,15,1,0.1557158307,3,1,2,312,Loyal Customers
259461195,70,1,0.1556185124,1,1,1,111,Best Customers
259465326,10,1,0.1561854056,3,1,2,312,Loyal Customers
259476042,28,2,0.3143133623,2,3,3,233,Others
259476773,1,3,0.4677779993,4,3,3,433,Loyal Customers
259478461,8,13,2.029038902,3,4,4,344,Loyal Customers
259481280,62,1,0.1561851632,1,1,2,112,Recent Customers
259486517,20,3,0.4671348405,3,3,3,333,Others
259548580,64,1,0.1564486554,1,1,3,113,Recent Customers
259619003,13,6,0.934371201,3,4,4,344,Loyal Customers
259626003,1,12,1.870280079,4,4,4,444,Lost Cheap Customers
259626466,33,6,0.9716732757,2,4,4,244,Loyal Customers
259632985,47,1,0.1556185124,1,1,1,111,Best Customers
259668122,0,3,0.4674214502,4,3,3,433,Loyal Customers
259675628,26,2,0.3124731086,2,3,3,233,Others
259682810,69,1,0.1607825706,1,1,3,113,Recent Customers
259690203,1,3,0.4712272947,4,3,4,434,Loyal Customers
259725822,51,6,0.9497205611,1,4,4,144,Recent Customers
259741122,1,5,0.7797080312,4,4,4,444,Lost Cheap Customers
259747910,8,29,4.518253454,3,4,4,344,Loyal Customers
259750866,24,4,0.6263731074,2,4,4,244,Loyal Customers
259786060,1,9,1.407486404,4,4,4,444,Lost Cheap Customers
259790897,8,2,0.3120431723,3,3,3,333,Others
259811460,60,1,0.15646698,1,1,3,113,Recent Customers
259819835,46,1,0.1559021244,2,1,2,212,Loyal Customers
259819941,64,2,0.3166211384,1,3,3,133,Recent Customers
259831272,32,2,0.3155426238,2,3,3,233,Others
259834478,41,1,0.1556185124,2,1,1,211,Loyal Customers
259843497,43,1,0.1556185124,2,1,1,211,Loyal Customers
259847622,0,14,2.187844774,4,4,4,444,Lost Cheap Customers
259850760,3,5,0.7824975108,4,4,4,444,Lost Cheap Customers
259857528,3,5,0.7822836492,4,4,4,444,Lost Cheap Customers
259858303,79,4,0.6296552242,1,4,4,144,Recent Customers
259859372,8,2,0.3112370249,3,3,3,333,Others
259868410,9,7,1.091641348,3,4,4,344,Loyal Customers
259868678,0,23,3.647278768,4,4,4,444,Lost Cheap Customers
259871978,1,12,1.885999567,4,4,4,444,Lost Cheap Customers
259875516,0,10,1.560893562,4,4,4,444,Lost Cheap Customers
259882535,28,1,0.1600606519,2,1,3,213,Loyal Customers
259882816,8,9,1.407473529,3,4,4,344,Loyal Customers
259883210,3,2,0.313562954,4,3,3,433,Loyal Customers
259887860,2,4,0.6240032417,4,4,4,444,Lost Cheap Customers
259887960,0,19,2.958610449,4,4,4,444,Lost Cheap Customers
259888885,33,1,0.1558012722,2,1,2,212,Loyal Customers
259894022,0,16,2.496568603,4,4,4,444,Lost Cheap Customers
259897666,55,2,0.3123084936,1,3,3,133,Recent Customers
259899166,11,3,0.4674442892,3,3,3,333,Others
259900647,7,2,0.3114362891,4,3,3,433,Loyal Customers
259901153,0,11,1.716108798,4,4,4,444,Lost Cheap Customers
259914516,52,13,2.027549722,1,4,4,144,Recent Customers
259927797,60,1,0.1556185124,1,1,1,111,Best Customers
259930816,69,1,0.1567746923,1,1,3,113,Recent Customers
259932197,9,15,2.335898125,3,4,4,344,Loyal Customers
259934822,15,4,0.6234068958,3,4,4,344,Loyal Customers
259937066,4,3,0.468822904,4,3,4,434,Loyal Customers
259939872,32,2,0.3115061509,2,3,3,233,Others
259943391,43,1,0.1556872235,2,1,2,212,Loyal Customers
259950435,31,3,0.4752963931,2,3,4,234,Others
259951153,89,1,0.1581543601,1,1,3,113,Recent Customers
259961153,22,1,0.1556185124,2,1,1,211,Loyal Customers
259968310,3,2,0.3114777814,4,3,3,433,Loyal Customers
259968797,3,7,1.09130794,4,4,4,444,Lost Cheap Customers
259978872,49,23,3.629283602,1,4,4,144,Recent Customers
259982016,82,1,0.155757089,1,1,2,112,Recent Customers
259982022,10,5,0.7799298795,3,4,4,344,Loyal Customers
259983503,10,9,1.401698482,3,4,4,344,Loyal Customers
259991016,7,2,0.3115337802,4,3,3,433,Loyal Customers
260005072,0,6,0.9346064725,4,4,4,444,Lost Cheap Customers
260009185,27,1,0.1556185124,2,1,1,211,Loyal Customers
260014110,4,12,1.871683409,4,4,4,444,Lost Cheap Customers
260019297,45,1,0.1556185124,2,1,1,211,Loyal Customers
260023747,33,1,0.1556185124,2,1,1,211,Loyal Customers
260031622,34,5,0.7785551959,2,4,4,244,Loyal Customers
260034153,2,22,3.43624722,4,4,4,444,Lost Cheap Customers
260048497,8,4,0.6227695463,3,4,4,344,Loyal Customers
260051703,30,5,0.7787730325,2,4,4,244,Loyal Customers
260065647,21,6,0.9363303657,3,4,4,344,Loyal Customers
260071603,4,3,0.468558841,4,3,4,434,Loyal Customers
260082753,16,2,0.3116168376,3,3,3,333,Others
260099778,34,1,0.1556185124,2,1,1,211,Loyal Customers
260117722,8,6,0.9346313943,3,4,4,344,Loyal Customers
260125953,10,4,0.6229365152,3,4,4,344,Loyal Customers
260301478,20,2,0.3125346637,3,3,3,333,Others
260308160,1,9,1.406599589,4,4,4,444,Lost Cheap Customers
260393391,23,1,0.1565626261,2,1,3,213,Loyal Customers
260410991,89,1,0.1556790852,1,1,2,112,Recent Customers
260416347,5,2,0.3125030361,4,3,3,433,Loyal Customers
260417372,42,2,0.3115243368,2,3,3,233,Others
260442191,26,1,0.1556185142,2,1,2,212,Loyal Customers
260446060,2,17,2.653865553,4,4,4,444,Lost Cheap Customers
260447947,14,2,0.3115768632,3,3,3,333,Others
260449785,20,3,0.4677120073,3,3,3,333,Others
260452116,31,1,0.1559729209,2,1,2,212,Loyal Customers
260456360,73,4,0.6498723606,1,4,4,144,Recent Customers
260458291,25,5,0.785513238,2,4,4,244,Loyal Customers
260464185,85,3,0.4672942488,1,3,3,133,Recent Customers
260466191,67,1,0.1566412177,1,1,3,113,Recent Customers
260473660,3,3,0.4670478811,4,3,3,433,Loyal Customers
260474816,4,7,1.097820976,4,4,4,444,Lost Cheap Customers
260481153,55,1,0.1556185124,1,1,1,111,Best Customers
260483128,2,9,1.403113718,4,4,4,444,Lost Cheap Customers
260486216,1,10,1.582913475,4,4,4,444,Lost Cheap Customers
260493066,34,1,0.1563380556,2,1,3,213,Loyal Customers
260513691,85,1,0.1557196179,1,1,2,112,Recent Customers
260513703,2,5,0.7791144501,4,4,4,444,Lost Cheap Customers
260517435,0,8,1.2471429,4,4,4,444,Lost Cheap Customers
260519235,1,2,0.3125001676,4,3,3,433,Loyal Customers
260519416,68,1,0.1557239011,1,1,2,112,Recent Customers
260533522,3,9,1.401224947,4,4,4,444,Lost Cheap Customers
260535472,2,18,2.805560847,4,4,4,444,Lost Cheap Customers
260540828,0,1,0.1556185124,4,1,1,411,Lost Customers
260542891,49,1,0.1556458858,1,1,2,112,Recent Customers
260549366,61,3,0.4697198813,1,3,4,134,Recent Customers
260565410,4,3,0.4682842356,4,3,3,433,Loyal Customers
260569841,33,5,0.7786478613,2,4,4,244,Loyal Customers
260574928,1,4,0.6233008992,4,4,4,444,Lost Cheap Customers
260584928,22,1,0.1557144285,2,1,2,212,Loyal Customers
260587616,20,6,0.9399958679,3,4,4,344,Loyal Customers
260588172,3,7,1.104608865,4,4,4,444,Lost Cheap Customers
260590903,33,1,0.1556185124,2,1,1,211,Loyal Customers
260592960,0,5,0.7817937205,4,4,4,444,Lost Cheap Customers
260595766,5,3,0.4671281455,4,3,3,433,Loyal Customers
260597085,6,5,0.7792097937,4,4,4,444,Lost Cheap Customers
260598516,6,2,0.3127896188,4,3,3,433,Loyal Customers
260604035,1,24,3.741379006,4,4,4,444,Lost Cheap Customers
260607610,4,3,0.4701058173,4,3,4,434,Loyal Customers
260610897,7,15,2.33641951,4,4,4,444,Lost Cheap Customers
260611685,2,8,1.249998811,4,4,4,444,Lost Cheap Customers
260613322,11,2,0.3113605877,3,3,3,333,Others
260615403,34,1,0.1556827404,2,1,2,212,Loyal Customers
260622935,21,2,0.3123383548,3,3,3,333,Others
260629110,66,1,0.1557117256,1,1,2,112,Recent Customers
260637847,4,6,0.9378569196,4,4,4,444,Lost Cheap Customers
260646547,29,1,0.1557339012,2,1,2,212,Loyal Customers
260652122,1,1,0.1557301486,4,1,2,412,Loyal Customers
260653185,28,1,0.1556185124,2,1,1,211,Loyal Customers
260654447,11,2,0.3115074134,3,3,3,333,Others
260671766,12,6,0.938915724,3,4,4,344,Loyal Customers
260671828,12,6,0.9354160414,3,4,4,344,Loyal Customers
260873260,14,3,0.4687660298,3,3,4,334,Others
260876753,7,1,0.1557945423,4,1,2,412,Loyal Customers
261311416,2,11,1.73786165,4,4,4,444,Lost Cheap Customers
262861835,26,3,0.4680146415,2,3,3,233,Others
263277922,32,4,0.6258973364,2,4,4,244,Loyal Customers
263278978,62,1,0.1557662152,1,1,2,112,Recent Customers
263283360,14,1,0.1556185124,3,1,1,311,Almost Lost
263285916,85,1,0.163500959,1,1,3,113,Recent Customers
263313803,32,2,0.3131700737,2,3,3,233,Others
263314628,55,1,0.1560199744,1,1,2,112,Recent Customers
263328753,81,1,0.1559889243,1,1,2,112,Recent Customers
263334003,1,3,0.4685339321,4,3,3,433,Loyal Customers
263336691,11,5,0.778684743,3,4,4,344,Loyal Customers
263340753,73,3,0.4770420165,1,3,4,134,Recent Customers
263350091,46,3,0.4678734883,2,3,3,233,Others
263357416,2,7,1.093884572,4,4,4,444,Lost Cheap Customers
263363241,46,3,0.4681120844,2,3,3,233,Others
263370635,46,4,0.6236931619,2,4,4,244,Loyal Customers
263371816,11,1,0.1557951938,3,1,2,312,Loyal Customers
263373585,42,1,0.1558025521,2,1,2,212,Loyal Customers
263376316,1,3,0.4673510455,4,3,3,433,Loyal Customers
263379653,1,5,0.7855396997,4,4,4,444,Lost Cheap Customers
263380503,5,9,1.405841955,4,4,4,444,Lost Cheap Customers
263387722,3,2,0.311649663,4,3,3,433,Loyal Customers
263387928,33,1,0.1556185124,2,1,1,211,Loyal Customers
263399472,49,1,0.1565433939,1,1,3,113,Recent Customers
263400347,59,1,0.1558524216,1,1,2,112,Recent Customers
263406097,26,4,0.6309774633,2,4,4,244,Loyal Customers
263406972,18,2,0.3116005513,3,3,3,333,Others
263407591,1,11,1.716880511,4,4,4,444,Lost Cheap Customers
263414097,0,11,1.714798108,4,4,4,444,Lost Cheap Customers
263416691,58,1,0.1556457725,1,1,2,112,Recent Customers
263417210,50,1,0.1556185124,1,1,1,111,Best Customers
263419753,36,1,0.1556185124,2,1,1,211,Loyal Customers
263423841,0,4,0.6229343723,4,4,4,444,Lost Cheap Customers
263424053,35,2,0.3155738551,2,3,3,233,Others
263424760,5,2,0.3172707199,4,3,3,433,Loyal Customers
263426241,3,32,5.089198364,4,4,4,444,Lost Cheap Customers
263435460,0,10,1.584958071,4,4,4,444,Lost Cheap Customers
263437491,0,3,0.4679201097,4,3,3,433,Loyal Customers
263438035,65,1,0.156146127,1,1,2,112,Recent Customers
263439091,57,2,0.3115946693,1,3,3,133,Recent Customers
263441172,28,1,0.1566728623,2,1,3,213,Loyal Customers
263445253,2,5,0.7790601274,4,4,4,444,Lost Cheap Customers
263449847,68,1,0.1556185124,1,1,1,111,Best Customers
263454010,43,1,0.1556185124,2,1,1,211,Loyal Customers
263470810,11,4,0.6232926485,3,4,4,344,Loyal Customers
263476497,34,1,0.1556185124,2,1,1,211,Loyal Customers
263496785,43,3,0.4674479481,2,3,3,233,Others
263500153,5,1,0.1561911501,4,1,2,412,Loyal Customers
263500653,2,2,0.3119264823,4,3,3,433,Loyal Customers
263513416,1,1,0.1562807743,4,1,3,413,Loyal Customers
263514166,69,1,0.1560996389,1,1,2,112,Recent Customers
263524272,59,2,0.3138991558,1,3,3,133,Recent Customers
263534885,49,1,0.1556185124,1,1,1,111,Best Customers
263545903,8,11,1.716315974,3,4,4,344,Loyal Customers
263546510,55,2,0.3121010817,1,3,3,133,Recent Customers
263547416,2,30,4.693075196,4,4,4,444,Lost Cheap Customers
263551103,33,5,0.7806993547,2,4,4,244,Loyal Customers
263561972,82,3,0.4683885753,1,3,3,133,Recent Customers
263573866,31,1,0.1557506682,2,1,2,212,Loyal Customers
263574297,50,1,0.1556185124,1,1,1,111,Best Customers
263578660,42,1,0.1556185124,2,1,1,211,Loyal Customers
263580635,0,19,2.963844356,4,4,4,444,Lost Cheap Customers
263586541,70,1,0.1558090393,1,1,2,112,Recent Customers
263588997,9,6,0.934542964,3,4,4,344,Loyal Customers
263591035,0,5,0.7807277833,4,4,4,444,Lost Cheap Customers
263592697,24,1,0.1556185124,2,1,1,211,Loyal Customers
263595372,32,2,0.3115931612,2,3,3,233,Others
263604303,0,22,3.433565153,4,4,4,444,Lost Cheap Customers
263608141,62,2,0.3153298906,1,3,3,133,Recent Customers
263612722,26,1,0.1588569129,2,1,3,213,Loyal Customers
263613528,33,1,0.1556185124,2,1,1,211,Loyal Customers
